"","accession","categories"
"6453","T3D2230","Pesticide"
"6454","T3D2230","Industrial/WorkplaceToxin"
"6455","T3D2230","Pollutant"
"6456","T3D2230","SyntheticToxin"
"6457","T3D2231","Pesticide"
"6458","T3D2231","Industrial/WorkplaceToxin"
"6459","T3D2231","Pollutant"
"6460","T3D2231","SyntheticToxin"
"6461","T3D2232","Pesticide"
"6462","T3D2232","Industrial/WorkplaceToxin"
"6463","T3D2232","Pollutant"
"6464","T3D2232","SyntheticToxin"
"6465","T3D2233","Pesticide"
"6466","T3D2233","Industrial/WorkplaceToxin"
"6467","T3D2233","Pollutant"
"6468","T3D2233","SyntheticToxin"
"6469","T3D2234","Pesticide"
"6470","T3D2234","Industrial/WorkplaceToxin"
"6471","T3D2234","Pollutant"
"6472","T3D2234","SyntheticToxin"
"6473","T3D2236","Pesticide"
"6474","T3D2236","Industrial/WorkplaceToxin"
"6475","T3D2236","Pollutant"
"6476","T3D2236","SyntheticToxin"
"6477","T3D2237","Pesticide"
"6478","T3D2237","Industrial/WorkplaceToxin"
"6479","T3D2237","Pollutant"
"6480","T3D2237","SyntheticToxin"
"6481","T3D2238","Pesticide"
"6482","T3D2238","Industrial/WorkplaceToxin"
"6483","T3D2238","Pollutant"
"6484","T3D2238","SyntheticToxin"
"6485","T3D2239","Pesticide"
"6486","T3D2239","Industrial/WorkplaceToxin"
"6487","T3D2239","Pollutant"
"6488","T3D2239","SyntheticToxin"
"6489","T3D2240","Pesticide"
"6490","T3D2240","Industrial/WorkplaceToxin"
"6491","T3D2240","Pollutant"
"6492","T3D2240","SyntheticToxin"
"6493","T3D2241","Pesticide"
"6494","T3D2241","Industrial/WorkplaceToxin"
"6495","T3D2241","Pollutant"
"6496","T3D2241","SyntheticToxin"
"6497","T3D2242","Pesticide"
"6498","T3D2242","Industrial/WorkplaceToxin"
"6499","T3D2242","Pollutant"
"6500","T3D2242","SyntheticToxin"
"6501","T3D2244","Pesticide"
"6502","T3D2244","Industrial/WorkplaceToxin"
"6503","T3D2244","Pollutant"
"6504","T3D2244","SyntheticToxin"
"6505","T3D2245","Pesticide"
"6506","T3D2245","Industrial/WorkplaceToxin"
"6507","T3D2245","Pollutant"
"6508","T3D2245","SyntheticToxin"
"6509","T3D2247","Pesticide"
"6510","T3D2247","Industrial/WorkplaceToxin"
"6511","T3D2247","Pollutant"
"6512","T3D2247","SyntheticToxin"
"6513","T3D2248","Pesticide"
"6514","T3D2248","Industrial/WorkplaceToxin"
"6515","T3D2248","Pollutant"
"6516","T3D2248","SyntheticToxin"
"6517","T3D2249","Pesticide"
"6518","T3D2249","Industrial/WorkplaceToxin"
"6519","T3D2249","Pollutant"
"6520","T3D2249","SyntheticToxin"
"6521","T3D2250","Pesticide"
"6522","T3D2250","Industrial/WorkplaceToxin"
"6523","T3D2250","Pollutant"
"6524","T3D2250","SyntheticToxin"
"6525","T3D2251","Pesticide"
"6526","T3D2251","Industrial/WorkplaceToxin"
"6527","T3D2251","Pollutant"
"6528","T3D2251","SyntheticToxin"
"6529","T3D2257","Pesticide"
"6530","T3D2257","Industrial/WorkplaceToxin"
"6531","T3D2257","Pollutant"
"6532","T3D2257","SyntheticToxin"
"6533","T3D2258","Pesticide"
"6534","T3D2258","Industrial/WorkplaceToxin"
"6535","T3D2258","Pollutant"
"6536","T3D2258","SyntheticToxin"
"6537","T3D2263","Pesticide"
"6538","T3D2263","Industrial/WorkplaceToxin"
"6539","T3D2263","Pollutant"
"6540","T3D2263","SyntheticToxin"
"6541","T3D2264","Pesticide"
"6542","T3D2264","Industrial/WorkplaceToxin"
"6543","T3D2264","Pollutant"
"6544","T3D2264","SyntheticToxin"
"6545","T3D2266","Industrial/WorkplaceToxin"
"6546","T3D2266","Pollutant"
"6547","T3D2266","FoodToxin"
"6548","T3D2266","SyntheticToxin"
"6549","T3D2268","Pesticide"
"6550","T3D2268","Industrial/WorkplaceToxin"
"6551","T3D2268","Pollutant"
"6552","T3D2268","SyntheticToxin"
"6553","T3D2279","Pesticide"
"6554","T3D2279","Industrial/WorkplaceToxin"
"6555","T3D2279","Pollutant"
"6556","T3D2279","SyntheticToxin"
"6557","T3D2281","Pesticide"
"6558","T3D2281","Industrial/WorkplaceToxin"
"6559","T3D2281","Pollutant"
"6560","T3D2281","SyntheticToxin"
"6561","T3D2282","Pesticide"
"6562","T3D2282","Industrial/WorkplaceToxin"
"6563","T3D2282","Pollutant"
"6564","T3D2282","SyntheticToxin"
"6565","T3D2286","Pesticide"
"6566","T3D2286","Industrial/WorkplaceToxin"
"6567","T3D2286","Pollutant"
"6568","T3D2286","SyntheticToxin"
"6569","T3D2306","Pesticide"
"6570","T3D2306","Industrial/WorkplaceToxin"
"6571","T3D2306","Pollutant"
"6572","T3D2306","SyntheticToxin"
"6573","T3D2307","Pesticide"
"6574","T3D2307","Industrial/WorkplaceToxin"
"6575","T3D2307","Pollutant"
"6576","T3D2307","SyntheticToxin"
"6577","T3D2324","Pesticide"
"6578","T3D2324","Industrial/WorkplaceToxin"
"6579","T3D2324","Pollutant"
"6580","T3D2324","SyntheticToxin"
"6581","T3D2325","Pesticide"
"6582","T3D2325","Industrial/WorkplaceToxin"
"6583","T3D2325","Pollutant"
"6584","T3D2325","SyntheticToxin"
"6585","T3D2326","Pesticide"
"6586","T3D2326","Industrial/WorkplaceToxin"
"6587","T3D2326","Pollutant"
"6588","T3D2326","SyntheticToxin"
"6589","T3D2327","Pesticide"
"6590","T3D2327","Industrial/WorkplaceToxin"
"6591","T3D2327","Pollutant"
"6592","T3D2327","SyntheticToxin"
"6593","T3D2328","Pesticide"
"6594","T3D2328","Industrial/WorkplaceToxin"
"6595","T3D2328","Pollutant"
"6596","T3D2328","SyntheticToxin"
"6597","T3D2329","Pesticide"
"6598","T3D2329","Industrial/WorkplaceToxin"
"6599","T3D2329","Pollutant"
"6600","T3D2329","SyntheticToxin"
"6601","T3D2330","Pesticide"
"6602","T3D2330","Industrial/WorkplaceToxin"
"6603","T3D2330","Pollutant"
"6604","T3D2330","SyntheticToxin"
"6605","T3D2331","Pesticide"
"6606","T3D2331","Industrial/WorkplaceToxin"
"6607","T3D2331","Pollutant"
"6608","T3D2331","SyntheticToxin"
"6609","T3D2336","Pesticide"
"6610","T3D2336","Industrial/WorkplaceToxin"
"6611","T3D2336","Pollutant"
"6612","T3D2336","SyntheticToxin"
"6613","T3D2338","Pesticide"
"6614","T3D2338","Industrial/WorkplaceToxin"
"6615","T3D2338","Pollutant"
"6616","T3D2338","SyntheticToxin"
"6617","T3D2339","Pesticide"
"6618","T3D2339","Industrial/WorkplaceToxin"
"6619","T3D2339","Pollutant"
"6620","T3D2339","SyntheticToxin"
"6621","T3D2350","Pesticide"
"6622","T3D2350","Industrial/WorkplaceToxin"
"6623","T3D2350","Pollutant"
"6624","T3D2350","SyntheticToxin"
"6625","T3D2358","Pesticide"
"6626","T3D2358","Industrial/WorkplaceToxin"
"6627","T3D2358","Pollutant"
"6628","T3D2358","SyntheticToxin"
"6629","T3D2378","Pesticide"
"6630","T3D2378","Industrial/WorkplaceToxin"
"6631","T3D2378","Pollutant"
"6632","T3D2378","SyntheticToxin"
"6633","T3D2384","Pesticide"
"6634","T3D2384","Industrial/WorkplaceToxin"
"6635","T3D2384","Pollutant"
"6636","T3D2384","SyntheticToxin"
"6637","T3D2403","HouseholdToxin"
"6638","T3D2403","Industrial/WorkplaceToxin"
"6639","T3D2403","Pollutant"
"6640","T3D2403","AirbornePollutant"
"6641","T3D2403","PlantToxin"
"6642","T3D2403","FoodToxin"
"6643","T3D2403","NaturalToxin"
"6644","T3D2404","Industrial/WorkplaceToxin"
"6645","T3D2404","SyntheticToxin"
"6646","T3D2405","Industrial/WorkplaceToxin"
"6647","T3D2405","SyntheticToxin"
"6648","T3D2406","Industrial/WorkplaceToxin"
"6649","T3D2406","SyntheticToxin"
"6650","T3D2407","Industrial/WorkplaceToxin"
"6651","T3D2407","SyntheticToxin"
"6652","T3D2408","Industrial/WorkplaceToxin"
"6653","T3D2408","SyntheticToxin"
"6654","T3D2409","Pesticide"
"6655","T3D2409","SyntheticToxin"
"6656","T3D2410","Industrial/WorkplaceToxin"
"6657","T3D2410","SyntheticToxin"
"6658","T3D2411","Industrial/WorkplaceToxin"
"6659","T3D2411","SyntheticToxin"
"6660","T3D2412","Industrial/WorkplaceToxin"
"6661","T3D2412","SyntheticToxin"
"6662","T3D2413","Industrial/WorkplaceToxin"
"6663","T3D2413","SyntheticToxin"
"6664","T3D2414","Industrial/WorkplaceToxin"
"6665","T3D2414","SyntheticToxin"
"6666","T3D2415","Pesticide"
"6667","T3D2415","Industrial/WorkplaceToxin"
"6668","T3D2415","Pollutant"
"6669","T3D2415","SyntheticToxin"
"6670","T3D2416","Pesticide"
"6671","T3D2416","Industrial/WorkplaceToxin"
"6672","T3D2416","Pollutant"
"6673","T3D2416","SyntheticToxin"
"6674","T3D2417","Pesticide"
"6675","T3D2417","Industrial/WorkplaceToxin"
"6676","T3D2417","Pollutant"
"6677","T3D2417","SyntheticToxin"
"6678","T3D2418","Pesticide"
"6679","T3D2418","Industrial/WorkplaceToxin"
"6680","T3D2418","Pollutant"
"6681","T3D2418","SyntheticToxin"
"6682","T3D2419","Pesticide"
"6683","T3D2419","Industrial/WorkplaceToxin"
"6684","T3D2419","Pollutant"
"6685","T3D2419","SyntheticToxin"
"6686","T3D2420","Pesticide"
"6687","T3D2420","Industrial/WorkplaceToxin"
"6688","T3D2420","Pollutant"
"6689","T3D2420","SyntheticToxin"
"6690","T3D2421","Pesticide"
"6691","T3D2421","Industrial/WorkplaceToxin"
"6692","T3D2421","Pollutant"
"6693","T3D2421","SyntheticToxin"
"6694","T3D2422","Pesticide"
"6695","T3D2422","Industrial/WorkplaceToxin"
"6696","T3D2422","Pollutant"
"6697","T3D2422","SyntheticToxin"
"6698","T3D2423","Pesticide"
"6699","T3D2423","Industrial/WorkplaceToxin"
"6700","T3D2423","Pollutant"
"6701","T3D2423","SyntheticToxin"
"6702","T3D2424","Pesticide"
"6703","T3D2424","Industrial/WorkplaceToxin"
"6704","T3D2424","Pollutant"
"6705","T3D2424","SyntheticToxin"
"6706","T3D2425","Pesticide"
"6707","T3D2425","Industrial/WorkplaceToxin"
"6708","T3D2425","Pollutant"
"6709","T3D2425","SyntheticToxin"
"6710","T3D2426","Pesticide"
"6711","T3D2426","Industrial/WorkplaceToxin"
"6712","T3D2426","Pollutant"
"6713","T3D2426","SyntheticToxin"
"6714","T3D2427","Pesticide"
"6715","T3D2427","Industrial/WorkplaceToxin"
"6716","T3D2427","Pollutant"
"6717","T3D2427","SyntheticToxin"
"6718","T3D2428","Pesticide"
"6719","T3D2428","Industrial/WorkplaceToxin"
"6720","T3D2428","Pollutant"
"6721","T3D2428","SyntheticToxin"
"6722","T3D2429","Pesticide"
"6723","T3D2429","Industrial/WorkplaceToxin"
"6724","T3D2429","Pollutant"
"6725","T3D2429","SyntheticToxin"
"6726","T3D2430","Pesticide"
"6727","T3D2430","Industrial/WorkplaceToxin"
"6728","T3D2430","Pollutant"
"6729","T3D2430","SyntheticToxin"
"6730","T3D2431","Pesticide"
"6731","T3D2431","Industrial/WorkplaceToxin"
"6732","T3D2431","Pollutant"
"6733","T3D2431","SyntheticToxin"
"6734","T3D2432","Pesticide"
"6735","T3D2432","Industrial/WorkplaceToxin"
"6736","T3D2432","Pollutant"
"6737","T3D2432","SyntheticToxin"
"6738","T3D2433","Pesticide"
"6739","T3D2433","Industrial/WorkplaceToxin"
"6740","T3D2433","Pollutant"
"6741","T3D2433","SyntheticToxin"
"6742","T3D2434","Pesticide"
"6743","T3D2434","Industrial/WorkplaceToxin"
"6744","T3D2434","Pollutant"
"6745","T3D2434","SyntheticToxin"
"6746","T3D2435","Pesticide"
"6747","T3D2435","Industrial/WorkplaceToxin"
"6748","T3D2435","Pollutant"
"6749","T3D2435","SyntheticToxin"
"6750","T3D2436","Pesticide"
"6751","T3D2436","Industrial/WorkplaceToxin"
"6752","T3D2436","Pollutant"
"6753","T3D2436","SyntheticToxin"
"6754","T3D2437","Pesticide"
"6755","T3D2437","Industrial/WorkplaceToxin"
"6756","T3D2437","Pollutant"
"6757","T3D2437","SyntheticToxin"
"6758","T3D2438","Pesticide"
"6759","T3D2438","Industrial/WorkplaceToxin"
"6760","T3D2438","Pollutant"
"6761","T3D2438","SyntheticToxin"
"6762","T3D2439","Pesticide"
"6763","T3D2439","Industrial/WorkplaceToxin"
"6764","T3D2439","Pollutant"
"6765","T3D2439","SyntheticToxin"
"6766","T3D2440","Pesticide"
"6767","T3D2440","Industrial/WorkplaceToxin"
"6768","T3D2440","Pollutant"
"6769","T3D2440","SyntheticToxin"
"6770","T3D2441","Pesticide"
"6771","T3D2441","Industrial/WorkplaceToxin"
"6772","T3D2441","Pollutant"
"6773","T3D2441","SyntheticToxin"
"6774","T3D2442","Pesticide"
"6775","T3D2442","Industrial/WorkplaceToxin"
"6776","T3D2442","Pollutant"
"6777","T3D2442","SyntheticToxin"
"6778","T3D2443","Pesticide"
"6779","T3D2443","Industrial/WorkplaceToxin"
"6780","T3D2443","Pollutant"
"6781","T3D2443","SyntheticToxin"
"6782","T3D2444","Pesticide"
"6783","T3D2444","Industrial/WorkplaceToxin"
"6784","T3D2444","Pollutant"
"6785","T3D2444","SyntheticToxin"
"6786","T3D2445","Pesticide"
"6787","T3D2445","Industrial/WorkplaceToxin"
"6788","T3D2445","Pollutant"
"6789","T3D2445","SyntheticToxin"
"6790","T3D2446","Pesticide"
"6791","T3D2446","Industrial/WorkplaceToxin"
"6792","T3D2446","Pollutant"
"6793","T3D2446","SyntheticToxin"
"6794","T3D2447","Pesticide"
"6795","T3D2447","Industrial/WorkplaceToxin"
"6796","T3D2447","Pollutant"
"6797","T3D2447","SyntheticToxin"
"6798","T3D2450","Protein"
"6799","T3D2450","FungalToxin"
"6800","T3D2450","NaturalToxin"
"6801","T3D2451","FungalToxin"
"6802","T3D2451","NaturalToxin"
"6803","T3D2452","FungalToxin"
"6804","T3D2452","FoodToxin"
"6805","T3D2452","NaturalToxin"
"6806","T3D2453","FungalToxin"
"6807","T3D2453","FoodToxin"
"6808","T3D2453","NaturalToxin"
"6809","T3D2454","FungalToxin"
"6810","T3D2454","FoodToxin"
"6811","T3D2454","NaturalToxin"
"6812","T3D2455","FungalToxin"
"6813","T3D2455","NaturalToxin"
"6814","T3D2456","FungalToxin"
"6815","T3D2456","NaturalToxin"
"6816","T3D2457","FungalToxin"
"6817","T3D2457","NaturalToxin"
"6818","T3D2458","FungalToxin"
"6819","T3D2458","FoodToxin"
"6820","T3D2458","NaturalToxin"
"6821","T3D2460","Drug"
"6822","T3D2460","FungalToxin"
"6823","T3D2460","NaturalToxin"
"6824","T3D2462","AnimalToxin"
"6825","T3D2462","NaturalToxin"
"6826","T3D2463","AnimalToxin"
"6827","T3D2463","FoodToxin"
"6828","T3D2463","NaturalToxin"
"6829","T3D2464","AnimalToxin"
"6830","T3D2464","FoodToxin"
"6831","T3D2464","NaturalToxin"
"6832","T3D2465","AnimalToxin"
"6833","T3D2465","FoodToxin"
"6834","T3D2465","NaturalToxin"
"6835","T3D2466","AnimalToxin"
"6836","T3D2466","NaturalToxin"
"6837","T3D2467","Protein"
"6838","T3D2467","FungalToxin"
"6839","T3D2467","NaturalToxin"
"6840","T3D2468","FungalToxin"
"6841","T3D2468","NaturalToxin"
"6842","T3D2469","FungalToxin"
"6843","T3D2469","NaturalToxin"
"6844","T3D2470","FungalToxin"
"6845","T3D2470","NaturalToxin"
"6846","T3D2471","Protein"
"6847","T3D2471","FungalToxin"
"6848","T3D2471","NaturalToxin"
"6849","T3D2472","FungalToxin"
"6850","T3D2472","NaturalToxin"
"6851","T3D2473","FungalToxin"
"6852","T3D2473","NaturalToxin"
"6853","T3D2474","Drug"
"6854","T3D2474","SyntheticToxin"
"6855","T3D2477","Protein"
"6856","T3D2477","NaturalToxin"
"6857","T3D2477","AnimalToxin"
"6858","T3D2478","Drug"
"6859","T3D2478","FoodToxin"
"6860","T3D2478","SyntheticToxin"
"6861","T3D2479","Drug"
"6862","T3D2479","SyntheticToxin"
"6863","T3D2480","Drug"
"6864","T3D2480","SyntheticToxin"
"6865","T3D2481","Protein"
"6866","T3D2481","PlantToxin"
"6867","T3D2481","NaturalToxin"
"6868","T3D2482","Drug"
"6869","T3D2482","SyntheticToxin"
"6870","T3D2483","Drug"
"6871","T3D2483","SyntheticToxin"
"6872","T3D2484","AnimalToxin"
"6873","T3D2484","NaturalToxin"
"6874","T3D2486","Drug"
"6875","T3D2486","SyntheticToxin"
"6876","T3D2487","Protein"
"6877","T3D2487","NaturalToxin"
"6878","T3D2487","AnimalToxin"
"6879","T3D2489","NaturalToxin"
"6880","T3D2489","AnimalToxin"
"6881","T3D2490","Protein"
"6882","T3D2490","NaturalToxin"
"6883","T3D2490","AnimalToxin"
"6884","T3D2491","Protein"
"6885","T3D2491","NaturalToxin"
"6886","T3D2491","AnimalToxin"
"6887","T3D2492","Protein"
"6888","T3D2492","NaturalToxin"
"6889","T3D2492","AnimalToxin"
"6890","T3D2493","Protein"
"6891","T3D2493","NaturalToxin"
"6892","T3D2493","AnimalToxin"
"6893","T3D2494","Protein"
"6894","T3D2494","NaturalToxin"
"6895","T3D2494","AnimalToxin"
"6896","T3D2495","Protein"
"6897","T3D2495","NaturalToxin"
"6898","T3D2495","AnimalToxin"
"6899","T3D2496","Protein"
"6900","T3D2496","NaturalToxin"
"6901","T3D2496","AnimalToxin"
"6902","T3D2497","Protein"
"6903","T3D2497","NaturalToxin"
"6904","T3D2497","AnimalToxin"
"6905","T3D2498","Protein"
"6906","T3D2498","NaturalToxin"
"6907","T3D2498","AnimalToxin"
"6908","T3D2499","Protein"
"6909","T3D2499","NaturalToxin"
"6910","T3D2499","AnimalToxin"
"6911","T3D2500","Protein"
"6912","T3D2500","NaturalToxin"
"6913","T3D2500","AnimalToxin"
"6914","T3D2501","Protein"
"6915","T3D2501","NaturalToxin"
"6916","T3D2501","AnimalToxin"
"6917","T3D2502","Protein"
"6918","T3D2502","NaturalToxin"
"6919","T3D2502","AnimalToxin"
"6920","T3D2503","Protein"
"6921","T3D2503","NaturalToxin"
"6922","T3D2503","AnimalToxin"
"6923","T3D2505","Protein"
"6924","T3D2505","NaturalToxin"
"6925","T3D2505","AnimalToxin"
"6926","T3D2506","Protein"
"6927","T3D2506","NaturalToxin"
"6928","T3D2506","AnimalToxin"
"6929","T3D2507","Protein"
"6930","T3D2507","NaturalToxin"
"6931","T3D2507","AnimalToxin"
"6932","T3D2508","Protein"
"6933","T3D2508","NaturalToxin"
"6934","T3D2508","AnimalToxin"
"6935","T3D2509","Protein"
"6936","T3D2509","NaturalToxin"
"6937","T3D2509","AnimalToxin"
"6938","T3D2510","Protein"
"6939","T3D2510","AnimalToxin"
"6940","T3D2510","NaturalToxin"
"6941","T3D2511","Protein"
"6942","T3D2511","NaturalToxin"
"6943","T3D2511","AnimalToxin"
"6944","T3D2512","Protein"
"6945","T3D2512","NaturalToxin"
"6946","T3D2512","AnimalToxin"
"6947","T3D2513","Protein"
"6948","T3D2513","NaturalToxin"
"6949","T3D2513","AnimalToxin"
"6950","T3D2514","Protein"
"6951","T3D2514","NaturalToxin"
"6952","T3D2514","AnimalToxin"
"6953","T3D2515","Protein"
"6954","T3D2515","NaturalToxin"
"6955","T3D2515","AnimalToxin"
"6956","T3D2516","Protein"
"6957","T3D2516","NaturalToxin"
"6958","T3D2516","AnimalToxin"
"6959","T3D2517","Protein"
"6960","T3D2517","NaturalToxin"
"6961","T3D2517","AnimalToxin"
"6962","T3D2518","Protein"
"6963","T3D2518","NaturalToxin"
"6964","T3D2518","AnimalToxin"
"6965","T3D2519","Protein"
"6966","T3D2519","NaturalToxin"
"6967","T3D2519","AnimalToxin"
"6968","T3D2520","Protein"
"6969","T3D2520","NaturalToxin"
"6970","T3D2520","AnimalToxin"
"6971","T3D2521","Protein"
"6972","T3D2521","NaturalToxin"
"6973","T3D2521","AnimalToxin"
"6974","T3D2522","Protein"
"6975","T3D2522","NaturalToxin"
"6976","T3D2522","AnimalToxin"
"6977","T3D2523","Protein"
"6978","T3D2523","NaturalToxin"
"6979","T3D2523","AnimalToxin"
"6980","T3D2524","Protein"
"6981","T3D2524","NaturalToxin"
"6982","T3D2524","AnimalToxin"
"6983","T3D2525","Protein"
"6984","T3D2525","NaturalToxin"
"6985","T3D2525","AnimalToxin"
"6986","T3D2526","Protein"
"6987","T3D2526","NaturalToxin"
"6988","T3D2526","AnimalToxin"
"6989","T3D2527","AnimalToxin"
"6990","T3D2527","NaturalToxin"
"6991","T3D2528","AnimalToxin"
"6992","T3D2528","NaturalToxin"
"6993","T3D2529","AnimalToxin"
"6994","T3D2529","NaturalToxin"
"6995","T3D2530","AnimalToxin"
"6996","T3D2530","NaturalToxin"
"6997","T3D2531","AnimalToxin"
"6998","T3D2531","NaturalToxin"
"6999","T3D2532","AnimalToxin"
"7000","T3D2532","NaturalToxin"
"7001","T3D2534","AnimalToxin"
"7002","T3D2534","FungalToxin"
"7003","T3D2534","NaturalToxin"
"7004","T3D2535","AnimalToxin"
"7005","T3D2535","NaturalToxin"
"7006","T3D2536","AnimalToxin"
"7007","T3D2536","NaturalToxin"
"7008","T3D2537","Protein"
"7009","T3D2537","AnimalToxin"
"7010","T3D2537","NaturalToxin"
"7011","T3D2538","Protein"
"7012","T3D2538","AnimalToxin"
"7013","T3D2538","NaturalToxin"
"7014","T3D2539","Protein"
"7015","T3D2539","AnimalToxin"
"7016","T3D2539","NaturalToxin"
"7017","T3D2540","Protein"
"7018","T3D2540","AnimalToxin"
"7019","T3D2540","NaturalToxin"
"7020","T3D2541","Protein"
"7021","T3D2541","AnimalToxin"
"7022","T3D2541","NaturalToxin"
"7023","T3D2542","Protein"
"7024","T3D2542","AnimalToxin"
"7025","T3D2542","NaturalToxin"
"7026","T3D2543","Protein"
"7027","T3D2543","AnimalToxin"
"7028","T3D2543","NaturalToxin"
"7029","T3D2544","Protein"
"7030","T3D2544","AnimalToxin"
"7031","T3D2544","NaturalToxin"
"7032","T3D2545","Protein"
"7033","T3D2545","AnimalToxin"
"7034","T3D2545","NaturalToxin"
"7035","T3D2546","Protein"
"7036","T3D2546","AnimalToxin"
"7037","T3D2546","NaturalToxin"
"7038","T3D2547","Protein"
"7039","T3D2547","AnimalToxin"
"7040","T3D2547","NaturalToxin"
"7041","T3D2549","Protein"
"7042","T3D2549","AnimalToxin"
"7043","T3D2549","NaturalToxin"
"7044","T3D2550","AnimalToxin"
"7045","T3D2550","NaturalToxin"
"7046","T3D2551","AnimalToxin"
"7047","T3D2551","BacterialToxin"
"7048","T3D2551","FoodToxin"
"7049","T3D2551","NaturalToxin"
"7050","T3D2552","Protein"
"7051","T3D2552","AnimalToxin"
"7052","T3D2552","NaturalToxin"
"7053","T3D2553","Drug"
"7054","T3D2553","SyntheticToxin"
"7055","T3D2554","Drug"
"7056","T3D2554","SyntheticToxin"
"7057","T3D2555","Drug"
"7058","T3D2555","FoodToxin"
"7059","T3D2555","SyntheticToxin"
"7060","T3D2556","Drug"
"7061","T3D2556","SyntheticToxin"
"7062","T3D2557","Drug"
"7063","T3D2557","SyntheticToxin"
"7064","T3D2558","Drug"
"7065","T3D2558","FoodToxin"
"7066","T3D2558","SyntheticToxin"
"7067","T3D2560","Drug"
"7068","T3D2560","SyntheticToxin"
"7069","T3D2561","Drug"
"7070","T3D2561","SyntheticToxin"
"7071","T3D2562","HouseholdToxin"
"7072","T3D2562","Industrial/WorkplaceToxin"
"7073","T3D2562","FoodToxin"
"7074","T3D2562","SyntheticToxin"
"7075","T3D2563","HouseholdToxin"
"7076","T3D2563","Industrial/WorkplaceToxin"
"7077","T3D2563","FoodToxin"
"7078","T3D2563","NaturalToxin"
"7079","T3D2564","Drug"
"7080","T3D2564","SyntheticToxin"
"7081","T3D2565","Drug"
"7082","T3D2565","SyntheticToxin"
"7083","T3D2566","Drug"
"7084","T3D2566","FoodToxin"
"7085","T3D2566","NaturalToxin"
"7086","T3D2566","AnimalToxin"
"7087","T3D2567","Drug"
"7088","T3D2567","Pesticide"
"7089","T3D2567","FoodToxin"
"7090","T3D2567","SyntheticToxin"
"7091","T3D2568","Drug"
"7092","T3D2568","SyntheticToxin"
"7093","T3D2570","Drug"
"7094","T3D2570","FoodToxin"
"7095","T3D2570","SyntheticToxin"
"7096","T3D2571","Drug"
"7097","T3D2571","FoodToxin"
"7098","T3D2571","SyntheticToxin"
"7099","T3D2573","CigaretteToxin"
